PassengerId,Survived
601,0
602,1
603,0
604,1
605,1
606,0
607,1
608,0
609,0
610,1
611,0
612,1
613,1
614,0
615,1
616,0
617,0
618,1
619,1
620,0
621,0
622,0
623,1
624,0
625,0
626,0
627,0
628,1
629,0
630,0
631,1
632,0
633,1
634,0
635,0
636,1
637,0
638,0
639,0
640,0
641,0
642,1
643,0
644,1
645,0
646,0
647,0
648,1
649,1
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,1
658,1
659,0
660,1
661,0
662,0
663,0
664,0
665,1
666,0
667,0
668,1
669,1
670,1
671,1
672,0
673,0
674,0
675,1
676,1
677,1
678,0
679,0
680,1
681,0
682,0
683,1
684,1
685,1
686,1
687,1
688,0
689,1
690,0
691,1
692,1
693,1
694,1
695,0
696,0
697,0
698,0
699,0
700,0
701,1
702,1
703,0
704,0
705,0
706,0
707,0
708,1
709,0
710,1
711,1
712,0
713,1
714,0
715,1
716,1
717,0
718,0
719,1
720,1
721,1
722,0
723,0
724,1
725,1
726,1
727,1
728,0
729,1
730,1
731,0
732,1
733,0
734,0
735,0
736,1
737,0
738,1
739,1
740,1
741,1
742,1
743,0
744,0
745,1
746,0
747,1
748,0
749,0
750,0
751,0
752,1
753,1
754,0
755,1
756,1
757,1
758,1
759,0
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,0
768,1
769,1
770,0
771,1
772,0
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,0
784,1
785,0
786,1
787,1
788,0
789,0
790,0
791,1
792,1
793,1
794,1
795,1
796,0
797,1
798,0
799,1
800,0
801,1
802,1
803,0
804,0
805,1
806,0
807,0
808,1
809,1
810,0
811,1
812,1
813,1
814,1
815,0
816,1
817,0
818,0
819,0
820,1
821,0
822,1
823,1
824,0
825,1
826,0
827,1
828,0
829,1
830,0
831,0
832,1
833,1
834,0
835,0
836,0
837,0
838,1
839,0
840,0
841,1
842,1
843,0
844,0
845,1
846,0
847,0
848,1
849,0
850,1
851,0
852,0
853,1
854,1
855,1
856,0
857,0
858,0
859,1
860,1
861,1
862,1
863,0
864,0
865,1
866,1
867,1
868,1
869,0
870,0
871,0
872,0
873,1
874,1
875,1
876,0
877,1
878,0
879,1
880,1
881,1
882,0
883,0
884,1
885,1
886,0
887,1
888,1
889,0
890,0
891,1
